antecedents,consequents,support,confidence,lift
frozenset({'vinho'}),"frozenset({'agua mineral', 'acucar'})",0.14285714285714285,1.0,7.0
"frozenset({'agua mineral', 'acucar'})",frozenset({'vinho'}),0.14285714285714285,1.0,7.0
"frozenset({'acucar', 'vinho'})",frozenset({'agua mineral'}),0.14285714285714285,1.0,7.0
"frozenset({'agua mineral', 'vinho'})",frozenset({'acucar'}),0.14285714285714285,1.0,7.0
frozenset({'acucar'}),"frozenset({'molho de tomate', 'agua mineral'})",0.14285714285714285,1.0,7.0
frozenset({'agua mineral'}),"frozenset({'molho de tomate', 'acucar'})",0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'agua mineral'})","frozenset({'detergente', 'acucar'})",0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'detergente'})","frozenset({'agua mineral', 'acucar'})",0.14285714285714285,1.0,7.0
"frozenset({'detergente', 'agua mineral', 'acucar'})",frozenset({'molho de tomate'}),0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'agua mineral', 'acucar'})",frozenset({'detergente'}),0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'detergente', 'acucar'})",frozenset({'agua mineral'}),0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'detergente', 'agua mineral'})",frozenset({'acucar'}),0.14285714285714285,1.0,7.0
frozenset({'acucar'}),"frozenset({'molho de tomate', 'vinho'})",0.14285714285714285,1.0,7.0
frozenset({'vinho'}),"frozenset({'molho de tomate', 'acucar'})",0.14285714285714285,1.0,7.0
frozenset({'molho de tomate'}),"frozenset({'acucar', 'vinho'})",0.14285714285714285,1.0,7.0
"frozenset({'acucar', 'vinho'})",frozenset({'molho de tomate'}),0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'acucar'})",frozenset({'vinho'}),0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'vinho'})",frozenset({'acucar'}),0.14285714285714285,1.0,7.0
frozenset({'acucar'}),"frozenset({'detergente', 'vinho'})",0.14285714285714285,1.0,7.0
frozenset({'vinho'}),"frozenset({'detergente', 'acucar'})",0.14285714285714285,1.0,7.0
frozenset({'detergente'}),"frozenset({'acucar', 'vinho'})",0.14285714285714285,1.0,7.0
"frozenset({'acucar', 'vinho'})",frozenset({'detergente'}),0.14285714285714285,1.0,7.0
"frozenset({'agua mineral', 'vinho'})","frozenset({'detergente', 'acucar'})",0.14285714285714285,1.0,7.0
"frozenset({'detergente', 'acucar'})","frozenset({'agua mineral', 'vinho'})",0.14285714285714285,1.0,7.0
"frozenset({'detergente', 'agua mineral'})","frozenset({'acucar', 'vinho'})",0.14285714285714285,1.0,7.0
"frozenset({'detergente', 'vinho'})","frozenset({'agua mineral', 'acucar'})",0.14285714285714285,1.0,7.0
"frozenset({'acucar', 'agua mineral', 'vinho'})",frozenset({'detergente'}),0.14285714285714285,1.0,7.0
"frozenset({'detergente', 'agua mineral', 'acucar'})",frozenset({'vinho'}),0.14285714285714285,1.0,7.0
"frozenset({'acucar', 'detergente', 'vinho'})",frozenset({'agua mineral'}),0.14285714285714285,1.0,7.0
"frozenset({'detergente', 'agua mineral', 'vinho'})",frozenset({'acucar'}),0.14285714285714285,1.0,7.0
frozenset({'acucar'}),"frozenset({'molho de tomate', 'detergente', 'agua mineral'})",0.14285714285714285,1.0,7.0
frozenset({'agua mineral'}),"frozenset({'molho de tomate', 'detergente', 'acucar'})",0.14285714285714285,1.0,7.0
frozenset({'detergente'}),"frozenset({'molho de tomate', 'agua mineral', 'acucar'})",0.14285714285714285,1.0,7.0
frozenset({'molho de tomate'}),"frozenset({'detergente', 'agua mineral', 'acucar'})",0.14285714285714285,1.0,7.0
"frozenset({'agua mineral', 'acucar'})","frozenset({'molho de tomate', 'detergente'})",0.14285714285714285,1.0,7.0
"frozenset({'detergente', 'acucar'})","frozenset({'molho de tomate', 'agua mineral'})",0.14285714285714285,1.0,7.0
"frozenset({'detergente', 'agua mineral'})","frozenset({'molho de tomate', 'acucar'})",0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'acucar'})","frozenset({'detergente', 'agua mineral'})",0.14285714285714285,1.0,7.0
"frozenset({'agua mineral', 'acucar'})","frozenset({'molho de tomate', 'vinho'})",0.14285714285714285,1.0,7.0
"frozenset({'acucar', 'vinho'})","frozenset({'molho de tomate', 'agua mineral'})",0.14285714285714285,1.0,7.0
"frozenset({'agua mineral', 'vinho'})","frozenset({'molho de tomate', 'acucar'})",0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'acucar'})","frozenset({'agua mineral', 'vinho'})",0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'agua mineral'})","frozenset({'acucar', 'vinho'})",0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'vinho'})","frozenset({'agua mineral', 'acucar'})",0.14285714285714285,1.0,7.0
"frozenset({'acucar', 'agua mineral', 'vinho'})",frozenset({'molho de tomate'}),0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'agua mineral', 'acucar'})",frozenset({'vinho'}),0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'acucar', 'vinho'})",frozenset({'agua mineral'}),0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'agua mineral', 'vinho'})",frozenset({'acucar'}),0.14285714285714285,1.0,7.0
frozenset({'acucar'}),"frozenset({'detergente', 'agua mineral', 'vinho'})",0.14285714285714285,1.0,7.0
frozenset({'agua mineral'}),"frozenset({'acucar', 'detergente', 'vinho'})",0.14285714285714285,1.0,7.0
frozenset({'vinho'}),"frozenset({'detergente', 'agua mineral', 'acucar'})",0.14285714285714285,1.0,7.0
frozenset({'detergente'}),"frozenset({'acucar', 'agua mineral', 'vinho'})",0.14285714285714285,1.0,7.0
"frozenset({'agua mineral', 'acucar'})","frozenset({'detergente', 'vinho'})",0.14285714285714285,1.0,7.0
"frozenset({'acucar', 'vinho'})","frozenset({'detergente', 'agua mineral'})",0.14285714285714285,1.0,7.0
frozenset({'detergente'}),"frozenset({'molho de tomate', 'acucar', 'vinho'})",0.14285714285714285,1.0,7.0
frozenset({'molho de tomate'}),"frozenset({'acucar', 'detergente', 'vinho'})",0.14285714285714285,1.0,7.0
"frozenset({'acucar', 'vinho'})","frozenset({'molho de tomate', 'detergente'})",0.14285714285714285,1.0,7.0
"frozenset({'detergente', 'acucar'})","frozenset({'molho de tomate', 'vinho'})",0.14285714285714285,1.0,7.0
"frozenset({'detergente', 'vinho'})","frozenset({'molho de tomate', 'acucar'})",0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'acucar'})","frozenset({'detergente', 'vinho'})",0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'vinho'})","frozenset({'detergente', 'acucar'})",0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'detergente'})","frozenset({'acucar', 'vinho'})",0.14285714285714285,1.0,7.0
"frozenset({'acucar', 'detergente', 'vinho'})",frozenset({'molho de tomate'}),0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'acucar', 'vinho'})",frozenset({'detergente'}),0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'detergente', 'acucar'})",frozenset({'vinho'}),0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'detergente', 'vinho'})",frozenset({'acucar'}),0.14285714285714285,1.0,7.0
frozenset({'acucar'}),"frozenset({'molho de tomate', 'agua mineral', 'vinho'})",0.14285714285714285,1.0,7.0
frozenset({'agua mineral'}),"frozenset({'molho de tomate', 'acucar', 'vinho'})",0.14285714285714285,1.0,7.0
frozenset({'vinho'}),"frozenset({'molho de tomate', 'agua mineral', 'acucar'})",0.14285714285714285,1.0,7.0
frozenset({'molho de tomate'}),"frozenset({'acucar', 'agua mineral', 'vinho'})",0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'agua mineral', 'vinho'})","frozenset({'detergente', 'acucar'})",0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'detergente', 'vinho'})","frozenset({'agua mineral', 'acucar'})",0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'detergente', 'agua mineral'})","frozenset({'vinho', 'acucar'})",0.14285714285714285,1.0,7.0
"frozenset({'vinho', 'agua mineral', 'acucar'})","frozenset({'molho de tomate', 'detergente'})",0.14285714285714285,1.0,7.0
"frozenset({'detergente', 'vinho', 'acucar'})","frozenset({'molho de tomate', 'agua mineral'})",0.14285714285714285,1.0,7.0
"frozenset({'detergente', 'agua mineral', 'acucar'})","frozenset({'molho de tomate', 'vinho'})",0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'vinho', 'acucar'})","frozenset({'detergente', 'agua mineral'})",0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'agua mineral', 'acucar'})","frozenset({'detergente', 'vinho'})",0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'detergente', 'acucar'})","frozenset({'agua mineral', 'vinho'})",0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'detergente', 'agua mineral', 'vinho'})",frozenset({'acucar'}),0.14285714285714285,1.0,7.0
"frozenset({'detergente', 'vinho', 'agua mineral', 'acucar'})",frozenset({'molho de tomate'}),0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'vinho', 'agua mineral', 'acucar'})",frozenset({'detergente'}),0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'detergente', 'vinho', 'acucar'})",frozenset({'agua mineral'}),0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'detergente', 'agua mineral', 'acucar'})",frozenset({'vinho'}),0.14285714285714285,1.0,7.0
frozenset({'acucar'}),"frozenset({'molho de tomate', 'detergente', 'vinho'})",0.14285714285714285,1.0,7.0
frozenset({'vinho'}),"frozenset({'molho de tomate', 'detergente', 'acucar'})",0.14285714285714285,1.0,7.0
frozenset({'vinho'}),"frozenset({'molho de tomate', 'detergente', 'agua mineral', 'acucar'})",0.14285714285714285,1.0,7.0
frozenset({'agua mineral'}),"frozenset({'molho de tomate', 'detergente', 'vinho', 'acucar'})",0.14285714285714285,1.0,7.0
frozenset({'detergente'}),"frozenset({'molho de tomate', 'vinho', 'agua mineral', 'acucar'})",0.14285714285714285,1.0,7.0
frozenset({'molho de tomate'}),"frozenset({'detergente', 'vinho', 'agua mineral', 'acucar'})",0.14285714285714285,1.0,7.0
frozenset({'acucar'}),"frozenset({'molho de tomate', 'detergente', 'agua mineral', 'vinho'})",0.14285714285714285,1.0,7.0
"frozenset({'agua mineral', 'vinho'})","frozenset({'molho de tomate', 'detergente', 'acucar'})",0.14285714285714285,1.0,7.0
"frozenset({'detergente', 'vinho'})","frozenset({'molho de tomate', 'agua mineral', 'acucar'})",0.14285714285714285,1.0,7.0
"frozenset({'detergente', 'agua mineral'})","frozenset({'molho de tomate', 'vinho', 'acucar'})",0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'vinho'})","frozenset({'detergente', 'agua mineral', 'acucar'})",0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'agua mineral'})","frozenset({'detergente', 'vinho', 'acucar'})",0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'detergente'})","frozenset({'vinho', 'agua mineral', 'acucar'})",0.14285714285714285,1.0,7.0
"frozenset({'vinho', 'acucar'})","frozenset({'molho de tomate', 'detergente', 'agua mineral'})",0.14285714285714285,1.0,7.0
"frozenset({'agua mineral', 'acucar'})","frozenset({'molho de tomate', 'detergente', 'vinho'})",0.14285714285714285,1.0,7.0
"frozenset({'detergente', 'acucar'})","frozenset({'molho de tomate', 'agua mineral', 'vinho'})",0.14285714285714285,1.0,7.0
"frozenset({'molho de tomate', 'acucar'})","frozenset({'detergente', 'agua mineral', 'vinho'})",0.14285714285714285,1.0,7.0
"frozenset({'detergente', 'agua mineral', 'vinho'})","frozenset({'molho de tomate', 'acucar'})",0.14285714285714285,1.0,7.0
frozenset({'farinha de trigo'}),frozenset({'sal'}),0.14285714285714285,1.0,7.0
frozenset({'sal'}),frozenset({'farinha de trigo'}),0.14285714285714285,1.0,7.0
frozenset({'papel toalha'}),frozenset({'farinha de trigo'}),0.14285714285714285,1.0,7.0
frozenset({'farinha de trigo'}),frozenset({'papel toalha'}),0.14285714285714285,1.0,7.0
frozenset({'suco de laranja'}),"frozenset({'sal', 'papel toalha'})",0.14285714285714285,1.0,7.0
frozenset({'papel toalha'}),"frozenset({'sal', 'suco de laranja'})",0.14285714285714285,1.0,7.0
frozenset({'sal'}),"frozenset({'papel toalha', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'papel toalha', 'suco de laranja'})",frozenset({'sal'}),0.14285714285714285,1.0,7.0
"frozenset({'sal', 'suco de laranja'})",frozenset({'papel toalha'}),0.14285714285714285,1.0,7.0
"frozenset({'sal', 'papel toalha'})",frozenset({'suco de laranja'}),0.14285714285714285,1.0,7.0
frozenset({'suco de laranja'}),frozenset({'papel toalha'}),0.14285714285714285,1.0,7.0
frozenset({'papel toalha'}),frozenset({'suco de laranja'}),0.14285714285714285,1.0,7.0
frozenset({'papel toalha'}),frozenset({'sal'}),0.14285714285714285,1.0,7.0
frozenset({'sal'}),frozenset({'papel toalha'}),0.14285714285714285,1.0,7.0
frozenset({'suco de laranja'}),frozenset({'sal'}),0.14285714285714285,1.0,7.0
frozenset({'sal'}),frozenset({'suco de laranja'}),0.14285714285714285,1.0,7.0
"frozenset({'sal', 'suco de laranja'})",frozenset({'farinha de trigo'}),0.14285714285714285,1.0,7.0
"frozenset({'sal', 'farinha de trigo'})",frozenset({'suco de laranja'}),0.14285714285714285,1.0,7.0
frozenset({'suco de laranja'}),"frozenset({'farinha de trigo', 'papel toalha'})",0.14285714285714285,1.0,7.0
frozenset({'papel toalha'}),"frozenset({'farinha de trigo', 'suco de laranja'})",0.14285714285714285,1.0,7.0
frozenset({'farinha de trigo'}),"frozenset({'papel toalha', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'papel toalha', 'suco de laranja'})",frozenset({'farinha de trigo'}),0.14285714285714285,1.0,7.0
"frozenset({'farinha de trigo', 'suco de laranja'})",frozenset({'papel toalha'}),0.14285714285714285,1.0,7.0
"frozenset({'farinha de trigo', 'papel toalha'})",frozenset({'suco de laranja'}),0.14285714285714285,1.0,7.0
frozenset({'papel toalha'}),"frozenset({'sal', 'farinha de trigo'})",0.14285714285714285,1.0,7.0
frozenset({'farinha de trigo'}),"frozenset({'sal', 'papel toalha'})",0.14285714285714285,1.0,7.0
frozenset({'sal'}),"frozenset({'farinha de trigo', 'papel toalha'})",0.14285714285714285,1.0,7.0
"frozenset({'farinha de trigo', 'papel toalha'})",frozenset({'sal'}),0.14285714285714285,1.0,7.0
"frozenset({'sal', 'papel toalha'})",frozenset({'farinha de trigo'}),0.14285714285714285,1.0,7.0
"frozenset({'sal', 'farinha de trigo'})",frozenset({'papel toalha'}),0.14285714285714285,1.0,7.0
frozenset({'suco de laranja'}),frozenset({'farinha de trigo'}),0.14285714285714285,1.0,7.0
frozenset({'farinha de trigo'}),frozenset({'suco de laranja'}),0.14285714285714285,1.0,7.0
frozenset({'farinha de trigo'}),"frozenset({'sal', 'papel toalha', 'suco de laranja'})",0.14285714285714285,1.0,7.0
frozenset({'sal'}),"frozenset({'farinha de trigo', 'papel toalha', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'papel toalha', 'suco de laranja'})","frozenset({'sal', 'farinha de trigo'})",0.14285714285714285,1.0,7.0
"frozenset({'farinha de trigo', 'suco de laranja'})","frozenset({'sal', 'papel toalha'})",0.14285714285714285,1.0,7.0
"frozenset({'farinha de trigo', 'papel toalha'})","frozenset({'sal', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'sal', 'suco de laranja'})","frozenset({'farinha de trigo', 'papel toalha'})",0.14285714285714285,1.0,7.0
"frozenset({'sal', 'papel toalha'})","frozenset({'farinha de trigo', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'sal', 'farinha de trigo'})","frozenset({'papel toalha', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'farinha de trigo', 'papel toalha', 'suco de laranja'})",frozenset({'sal'}),0.14285714285714285,1.0,7.0
"frozenset({'sal', 'papel toalha', 'suco de laranja'})",frozenset({'farinha de trigo'}),0.14285714285714285,1.0,7.0
"frozenset({'sal', 'farinha de trigo', 'suco de laranja'})",frozenset({'papel toalha'}),0.14285714285714285,1.0,7.0
"frozenset({'sal', 'farinha de trigo', 'papel toalha'})",frozenset({'suco de laranja'}),0.14285714285714285,1.0,7.0
frozenset({'suco de laranja'}),"frozenset({'sal', 'farinha de trigo'})",0.14285714285714285,1.0,7.0
frozenset({'farinha de trigo'}),"frozenset({'sal', 'suco de laranja'})",0.14285714285714285,1.0,7.0
frozenset({'sal'}),"frozenset({'farinha de trigo', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'farinha de trigo', 'suco de laranja'})",frozenset({'sal'}),0.14285714285714285,1.0,7.0
frozenset({'papel toalha'}),"frozenset({'arroz', 'farinha de trigo'})",0.14285714285714285,1.0,7.0
frozenset({'farinha de trigo'}),"frozenset({'arroz', 'papel toalha'})",0.14285714285714285,1.0,7.0
frozenset({'arroz'}),"frozenset({'farinha de trigo', 'papel toalha'})",0.14285714285714285,1.0,7.0
"frozenset({'farinha de trigo', 'papel toalha'})",frozenset({'arroz'}),0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'papel toalha'})",frozenset({'farinha de trigo'}),0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'farinha de trigo'})",frozenset({'papel toalha'}),0.14285714285714285,1.0,7.0
frozenset({'suco de laranja'}),frozenset({'arroz'}),0.14285714285714285,1.0,7.0
frozenset({'arroz'}),frozenset({'suco de laranja'}),0.14285714285714285,1.0,7.0
frozenset({'arroz'}),frozenset({'sal'}),0.14285714285714285,1.0,7.0
frozenset({'sal'}),frozenset({'arroz'}),0.14285714285714285,1.0,7.0
frozenset({'papel toalha'}),frozenset({'arroz'}),0.14285714285714285,1.0,7.0
frozenset({'arroz'}),frozenset({'papel toalha'}),0.14285714285714285,1.0,7.0
frozenset({'farinha de trigo'}),frozenset({'arroz'}),0.14285714285714285,1.0,7.0
frozenset({'arroz'}),frozenset({'farinha de trigo'}),0.14285714285714285,1.0,7.0
frozenset({'suco de laranja'}),"frozenset({'sal', 'farinha de trigo', 'papel toalha'})",0.14285714285714285,1.0,7.0
frozenset({'papel toalha'}),"frozenset({'sal', 'farinha de trigo', 'suco de laranja'})",0.14285714285714285,1.0,7.0
frozenset({'sal'}),"frozenset({'arroz', 'papel toalha'})",0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'papel toalha'})",frozenset({'sal'}),0.14285714285714285,1.0,7.0
"frozenset({'sal', 'arroz'})",frozenset({'papel toalha'}),0.14285714285714285,1.0,7.0
"frozenset({'sal', 'papel toalha'})",frozenset({'arroz'}),0.14285714285714285,1.0,7.0
frozenset({'suco de laranja'}),"frozenset({'arroz', 'farinha de trigo'})",0.14285714285714285,1.0,7.0
frozenset({'farinha de trigo'}),"frozenset({'arroz', 'suco de laranja'})",0.14285714285714285,1.0,7.0
frozenset({'arroz'}),"frozenset({'farinha de trigo', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'farinha de trigo', 'suco de laranja'})",frozenset({'arroz'}),0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'suco de laranja'})",frozenset({'farinha de trigo'}),0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'farinha de trigo'})",frozenset({'suco de laranja'}),0.14285714285714285,1.0,7.0
frozenset({'arroz'}),"frozenset({'sal', 'farinha de trigo'})",0.14285714285714285,1.0,7.0
frozenset({'farinha de trigo'}),"frozenset({'sal', 'arroz'})",0.14285714285714285,1.0,7.0
frozenset({'sal'}),"frozenset({'arroz', 'farinha de trigo'})",0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'farinha de trigo'})",frozenset({'sal'}),0.14285714285714285,1.0,7.0
"frozenset({'sal', 'arroz'})",frozenset({'farinha de trigo'}),0.14285714285714285,1.0,7.0
"frozenset({'sal', 'farinha de trigo'})",frozenset({'arroz'}),0.14285714285714285,1.0,7.0
"frozenset({'sal', 'farinha de trigo', 'arroz'})",frozenset({'papel toalha'}),0.14285714285714285,1.0,7.0
"frozenset({'sal', 'farinha de trigo', 'papel toalha'})",frozenset({'arroz'}),0.14285714285714285,1.0,7.0
frozenset({'arroz'}),"frozenset({'sal', 'suco de laranja'})",0.14285714285714285,1.0,7.0
frozenset({'suco de laranja'}),"frozenset({'sal', 'arroz'})",0.14285714285714285,1.0,7.0
frozenset({'sal'}),"frozenset({'arroz', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'suco de laranja'})",frozenset({'sal'}),0.14285714285714285,1.0,7.0
"frozenset({'sal', 'arroz'})",frozenset({'suco de laranja'}),0.14285714285714285,1.0,7.0
"frozenset({'sal', 'suco de laranja'})",frozenset({'arroz'}),0.14285714285714285,1.0,7.0
frozenset({'suco de laranja'}),"frozenset({'arroz', 'papel toalha'})",0.14285714285714285,1.0,7.0
frozenset({'papel toalha'}),"frozenset({'arroz', 'suco de laranja'})",0.14285714285714285,1.0,7.0
frozenset({'arroz'}),"frozenset({'papel toalha', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'papel toalha', 'suco de laranja'})",frozenset({'arroz'}),0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'suco de laranja'})",frozenset({'papel toalha'}),0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'papel toalha'})",frozenset({'suco de laranja'}),0.14285714285714285,1.0,7.0
frozenset({'arroz'}),"frozenset({'sal', 'papel toalha'})",0.14285714285714285,1.0,7.0
frozenset({'papel toalha'}),"frozenset({'sal', 'arroz'})",0.14285714285714285,1.0,7.0
"frozenset({'farinha de trigo', 'papel toalha', 'suco de laranja'})",frozenset({'arroz'}),0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'papel toalha', 'suco de laranja'})",frozenset({'farinha de trigo'}),0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'farinha de trigo', 'suco de laranja'})",frozenset({'papel toalha'}),0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'farinha de trigo', 'papel toalha'})",frozenset({'suco de laranja'}),0.14285714285714285,1.0,7.0
frozenset({'arroz'}),"frozenset({'sal', 'farinha de trigo', 'papel toalha'})",0.14285714285714285,1.0,7.0
frozenset({'papel toalha'}),"frozenset({'sal', 'farinha de trigo', 'arroz'})",0.14285714285714285,1.0,7.0
frozenset({'farinha de trigo'}),"frozenset({'sal', 'papel toalha', 'arroz'})",0.14285714285714285,1.0,7.0
frozenset({'sal'}),"frozenset({'arroz', 'farinha de trigo', 'papel toalha'})",0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'papel toalha'})","frozenset({'sal', 'farinha de trigo'})",0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'farinha de trigo'})","frozenset({'sal', 'papel toalha'})",0.14285714285714285,1.0,7.0
"frozenset({'farinha de trigo', 'papel toalha'})","frozenset({'sal', 'arroz'})",0.14285714285714285,1.0,7.0
"frozenset({'sal', 'arroz'})","frozenset({'farinha de trigo', 'papel toalha'})",0.14285714285714285,1.0,7.0
"frozenset({'sal', 'papel toalha'})","frozenset({'arroz', 'farinha de trigo'})",0.14285714285714285,1.0,7.0
"frozenset({'sal', 'farinha de trigo'})","frozenset({'arroz', 'papel toalha'})",0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'farinha de trigo', 'papel toalha'})",frozenset({'sal'}),0.14285714285714285,1.0,7.0
"frozenset({'sal', 'papel toalha', 'arroz'})",frozenset({'farinha de trigo'}),0.14285714285714285,1.0,7.0
"frozenset({'sal', 'suco de laranja'})","frozenset({'arroz', 'farinha de trigo'})",0.14285714285714285,1.0,7.0
"frozenset({'sal', 'farinha de trigo'})","frozenset({'arroz', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'farinha de trigo', 'suco de laranja'})",frozenset({'sal'}),0.14285714285714285,1.0,7.0
"frozenset({'sal', 'arroz', 'suco de laranja'})",frozenset({'farinha de trigo'}),0.14285714285714285,1.0,7.0
"frozenset({'sal', 'farinha de trigo', 'arroz'})",frozenset({'suco de laranja'}),0.14285714285714285,1.0,7.0
"frozenset({'sal', 'farinha de trigo', 'suco de laranja'})",frozenset({'arroz'}),0.14285714285714285,1.0,7.0
frozenset({'suco de laranja'}),"frozenset({'arroz', 'farinha de trigo', 'papel toalha'})",0.14285714285714285,1.0,7.0
frozenset({'papel toalha'}),"frozenset({'arroz', 'farinha de trigo', 'suco de laranja'})",0.14285714285714285,1.0,7.0
frozenset({'farinha de trigo'}),"frozenset({'arroz', 'papel toalha', 'suco de laranja'})",0.14285714285714285,1.0,7.0
frozenset({'arroz'}),"frozenset({'farinha de trigo', 'papel toalha', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'papel toalha', 'suco de laranja'})","frozenset({'arroz', 'farinha de trigo'})",0.14285714285714285,1.0,7.0
"frozenset({'farinha de trigo', 'suco de laranja'})","frozenset({'arroz', 'papel toalha'})",0.14285714285714285,1.0,7.0
"frozenset({'farinha de trigo', 'papel toalha'})","frozenset({'arroz', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'suco de laranja'})","frozenset({'farinha de trigo', 'papel toalha'})",0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'papel toalha'})","frozenset({'farinha de trigo', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'farinha de trigo'})","frozenset({'papel toalha', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'papel toalha', 'suco de laranja'})","frozenset({'sal', 'arroz'})",0.14285714285714285,1.0,7.0
"frozenset({'sal', 'arroz'})","frozenset({'papel toalha', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'sal', 'papel toalha'})","frozenset({'arroz', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'sal', 'suco de laranja'})","frozenset({'arroz', 'papel toalha'})",0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'papel toalha', 'suco de laranja'})",frozenset({'sal'}),0.14285714285714285,1.0,7.0
"frozenset({'sal', 'papel toalha', 'arroz'})",frozenset({'suco de laranja'}),0.14285714285714285,1.0,7.0
"frozenset({'sal', 'arroz', 'suco de laranja'})",frozenset({'papel toalha'}),0.14285714285714285,1.0,7.0
"frozenset({'sal', 'papel toalha', 'suco de laranja'})",frozenset({'arroz'}),0.14285714285714285,1.0,7.0
frozenset({'arroz'}),"frozenset({'sal', 'farinha de trigo', 'suco de laranja'})",0.14285714285714285,1.0,7.0
frozenset({'suco de laranja'}),"frozenset({'sal', 'farinha de trigo', 'arroz'})",0.14285714285714285,1.0,7.0
frozenset({'farinha de trigo'}),"frozenset({'sal', 'arroz', 'suco de laranja'})",0.14285714285714285,1.0,7.0
frozenset({'sal'}),"frozenset({'arroz', 'farinha de trigo', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'suco de laranja'})","frozenset({'sal', 'farinha de trigo'})",0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'farinha de trigo'})","frozenset({'sal', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'farinha de trigo', 'suco de laranja'})","frozenset({'sal', 'arroz'})",0.14285714285714285,1.0,7.0
"frozenset({'sal', 'arroz'})","frozenset({'farinha de trigo', 'suco de laranja'})",0.14285714285714285,1.0,7.0
