antecedents,consequents,support,confidence,lift
"frozenset({'arroz', 'sal', 'suco de laranja'})","frozenset({'farinha de trigo', 'papel toalha'})",0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'papel toalha', 'sal'})","frozenset({'farinha de trigo', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'farinha de trigo', 'suco de laranja'})","frozenset({'sal', 'papel toalha'})",0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'farinha de trigo', 'papel toalha'})","frozenset({'sal', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'farinha de trigo', 'sal'})","frozenset({'papel toalha', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'sal', 'farinha de trigo', 'papel toalha', 'suco de laranja'})",frozenset({'arroz'}),0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'papel toalha', 'sal', 'suco de laranja'})",frozenset({'farinha de trigo'}),0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'farinha de trigo', 'papel toalha', 'suco de laranja'})",frozenset({'sal'}),0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'farinha de trigo', 'sal', 'suco de laranja'})",frozenset({'papel toalha'}),0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'farinha de trigo', 'papel toalha', 'sal'})",frozenset({'suco de laranja'}),0.14285714285714285,1.0,7.0
frozenset({'arroz'}),"frozenset({'sal', 'papel toalha', 'suco de laranja'})",0.14285714285714285,1.0,7.0
frozenset({'papel toalha'}),"frozenset({'sal', 'arroz', 'suco de laranja'})",0.14285714285714285,1.0,7.0
frozenset({'suco de laranja'}),"frozenset({'sal', 'papel toalha', 'arroz'})",0.14285714285714285,1.0,7.0
frozenset({'sal'}),"frozenset({'arroz', 'papel toalha', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'papel toalha'})","frozenset({'sal', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'suco de laranja'})","frozenset({'sal', 'papel toalha'})",0.14285714285714285,1.0,7.0
frozenset({'arroz'}),"frozenset({'sal', 'farinha de trigo', 'papel toalha', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'papel toalha', 'suco de laranja'})","frozenset({'arroz', 'farinha de trigo', 'sal'})",0.14285714285714285,1.0,7.0
"frozenset({'sal', 'suco de laranja'})","frozenset({'arroz', 'farinha de trigo', 'papel toalha'})",0.14285714285714285,1.0,7.0
"frozenset({'sal', 'papel toalha'})","frozenset({'arroz', 'farinha de trigo', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'farinha de trigo', 'suco de laranja'})","frozenset({'arroz', 'papel toalha', 'sal'})",0.14285714285714285,1.0,7.0
"frozenset({'farinha de trigo', 'papel toalha'})","frozenset({'arroz', 'sal', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'sal', 'farinha de trigo'})","frozenset({'arroz', 'papel toalha', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'suco de laranja'})","frozenset({'sal', 'farinha de trigo', 'papel toalha'})",0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'papel toalha'})","frozenset({'sal', 'farinha de trigo', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'sal'})","frozenset({'farinha de trigo', 'papel toalha', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'farinha de trigo'})","frozenset({'sal', 'papel toalha', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'sal', 'papel toalha', 'suco de laranja'})","frozenset({'arroz', 'farinha de trigo'})",0.14285714285714285,1.0,7.0
"frozenset({'farinha de trigo', 'papel toalha', 'suco de laranja'})","frozenset({'arroz', 'sal'})",0.14285714285714285,1.0,7.0
"frozenset({'sal', 'farinha de trigo', 'suco de laranja'})","frozenset({'arroz', 'papel toalha'})",0.14285714285714285,1.0,7.0
"frozenset({'sal', 'farinha de trigo', 'papel toalha'})","frozenset({'arroz', 'suco de laranja'})",0.14285714285714285,1.0,7.0
"frozenset({'arroz', 'papel toalha', 'suco de laranja'})","frozenset({'sal', 'farinha de trigo'})",0.14285714285714285,1.0,7.0
frozenset({'desinfetante'}),"frozenset({'feijao', 'manteiga'})",0.14285714285714285,1.0,7.0
frozenset({'manteiga'}),"frozenset({'feijao', 'desinfetante'})",0.14285714285714285,1.0,7.0
frozenset({'feijao'}),"frozenset({'manteiga', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'desinfetante'})",frozenset({'feijao'}),0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'desinfetante'})",frozenset({'manteiga'}),0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'manteiga'})",frozenset({'desinfetante'}),0.14285714285714285,1.0,7.0
frozenset({'desinfetante'}),frozenset({'manteiga'}),0.14285714285714285,1.0,7.0
frozenset({'manteiga'}),frozenset({'desinfetante'}),0.14285714285714285,1.0,7.0
frozenset({'desinfetante'}),frozenset({'feijao'}),0.14285714285714285,1.0,7.0
frozenset({'feijao'}),frozenset({'desinfetante'}),0.14285714285714285,1.0,7.0
frozenset({'manteiga'}),frozenset({'feijao'}),0.14285714285714285,1.0,7.0
frozenset({'feijao'}),frozenset({'manteiga'}),0.14285714285714285,1.0,7.0
frozenset({'suco de laranja'}),"frozenset({'arroz', 'farinha de trigo', 'papel toalha', 'sal'})",0.14285714285714285,1.0,7.0
frozenset({'papel toalha'}),"frozenset({'arroz', 'farinha de trigo', 'sal', 'suco de laranja'})",0.14285714285714285,1.0,7.0
frozenset({'sal'}),"frozenset({'arroz', 'farinha de trigo', 'papel toalha', 'suco de laranja'})",0.14285714285714285,1.0,7.0
frozenset({'farinha de trigo'}),"frozenset({'arroz', 'papel toalha', 'sal', 'suco de laranja'})",0.14285714285714285,1.0,7.0
frozenset({'manteiga'}),"frozenset({'cerveja', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'cerveja', 'desinfetante'})",frozenset({'manteiga'}),0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'desinfetante'})",frozenset({'cerveja'}),0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'cerveja'})",frozenset({'desinfetante'}),0.14285714285714285,1.0,7.0
frozenset({'desinfetante'}),"frozenset({'feijao', 'cerveja'})",0.14285714285714285,1.0,7.0
frozenset({'cerveja'}),"frozenset({'feijao', 'desinfetante'})",0.14285714285714285,1.0,7.0
frozenset({'feijao'}),"frozenset({'cerveja', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'cerveja', 'desinfetante'})",frozenset({'feijao'}),0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'desinfetante'})",frozenset({'cerveja'}),0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'cerveja'})",frozenset({'desinfetante'}),0.14285714285714285,1.0,7.0
frozenset({'cerveja'}),frozenset({'manteiga'}),0.14285714285714285,1.0,7.0
frozenset({'manteiga'}),frozenset({'cerveja'}),0.14285714285714285,1.0,7.0
frozenset({'cerveja'}),frozenset({'feijao'}),0.14285714285714285,1.0,7.0
frozenset({'feijao'}),frozenset({'cerveja'}),0.14285714285714285,1.0,7.0
frozenset({'desinfetante'}),frozenset({'cerveja'}),0.14285714285714285,1.0,7.0
frozenset({'cerveja'}),frozenset({'desinfetante'}),0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'cerveja'})","frozenset({'feijao', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'desinfetante'})","frozenset({'manteiga', 'cerveja'})",0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'cerveja'})","frozenset({'manteiga', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'manteiga'})","frozenset({'cerveja', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'cerveja', 'desinfetante'})",frozenset({'feijao'}),0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'cerveja', 'desinfetante'})",frozenset({'manteiga'}),0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'manteiga', 'desinfetante'})",frozenset({'cerveja'}),0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'manteiga', 'cerveja'})",frozenset({'desinfetante'}),0.14285714285714285,1.0,7.0
frozenset({'cerveja'}),"frozenset({'feijao', 'manteiga'})",0.14285714285714285,1.0,7.0
frozenset({'manteiga'}),"frozenset({'feijao', 'cerveja'})",0.14285714285714285,1.0,7.0
frozenset({'feijao'}),"frozenset({'manteiga', 'cerveja'})",0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'cerveja'})",frozenset({'feijao'}),0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'cerveja'})",frozenset({'manteiga'}),0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'manteiga'})",frozenset({'cerveja'}),0.14285714285714285,1.0,7.0
frozenset({'desinfetante'}),"frozenset({'manteiga', 'cerveja'})",0.14285714285714285,1.0,7.0
frozenset({'cerveja'}),"frozenset({'manteiga', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'cerveja', 'desinfetante'})",frozenset({'amaciante'}),0.14285714285714285,1.0,7.0
"frozenset({'cerveja', 'amaciante'})",frozenset({'desinfetante'}),0.14285714285714285,1.0,7.0
frozenset({'amaciante'}),frozenset({'manteiga'}),0.14285714285714285,1.0,7.0
frozenset({'manteiga'}),frozenset({'amaciante'}),0.14285714285714285,1.0,7.0
frozenset({'amaciante'}),frozenset({'feijao'}),0.14285714285714285,1.0,7.0
frozenset({'feijao'}),frozenset({'amaciante'}),0.14285714285714285,1.0,7.0
frozenset({'desinfetante'}),frozenset({'amaciante'}),0.14285714285714285,1.0,7.0
frozenset({'amaciante'}),frozenset({'desinfetante'}),0.14285714285714285,1.0,7.0
frozenset({'amaciante'}),frozenset({'cerveja'}),0.14285714285714285,1.0,7.0
frozenset({'cerveja'}),frozenset({'amaciante'}),0.14285714285714285,1.0,7.0
frozenset({'desinfetante'}),"frozenset({'feijao', 'manteiga', 'cerveja'})",0.14285714285714285,1.0,7.0
frozenset({'cerveja'}),"frozenset({'feijao', 'manteiga', 'desinfetante'})",0.14285714285714285,1.0,7.0
frozenset({'manteiga'}),"frozenset({'feijao', 'cerveja', 'desinfetante'})",0.14285714285714285,1.0,7.0
frozenset({'feijao'}),"frozenset({'manteiga', 'cerveja', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'cerveja', 'desinfetante'})","frozenset({'feijao', 'manteiga'})",0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'desinfetante'})","frozenset({'feijao', 'cerveja'})",0.14285714285714285,1.0,7.0
frozenset({'cerveja'}),"frozenset({'manteiga', 'amaciante'})",0.14285714285714285,1.0,7.0
frozenset({'amaciante'}),"frozenset({'manteiga', 'cerveja'})",0.14285714285714285,1.0,7.0
frozenset({'manteiga'}),"frozenset({'cerveja', 'amaciante'})",0.14285714285714285,1.0,7.0
"frozenset({'cerveja', 'amaciante'})",frozenset({'manteiga'}),0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'cerveja'})",frozenset({'amaciante'}),0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'amaciante'})",frozenset({'cerveja'}),0.14285714285714285,1.0,7.0
frozenset({'cerveja'}),"frozenset({'feijao', 'amaciante'})",0.14285714285714285,1.0,7.0
frozenset({'amaciante'}),"frozenset({'feijao', 'cerveja'})",0.14285714285714285,1.0,7.0
frozenset({'feijao'}),"frozenset({'cerveja', 'amaciante'})",0.14285714285714285,1.0,7.0
"frozenset({'cerveja', 'amaciante'})",frozenset({'feijao'}),0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'cerveja'})",frozenset({'amaciante'}),0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'amaciante'})",frozenset({'cerveja'}),0.14285714285714285,1.0,7.0
frozenset({'desinfetante'}),"frozenset({'cerveja', 'amaciante'})",0.14285714285714285,1.0,7.0
frozenset({'amaciante'}),"frozenset({'cerveja', 'desinfetante'})",0.14285714285714285,1.0,7.0
frozenset({'cerveja'}),"frozenset({'amaciante', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'amaciante', 'desinfetante'})",frozenset({'cerveja'}),0.14285714285714285,1.0,7.0
frozenset({'feijao'}),"frozenset({'manteiga', 'amaciante'})",0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'amaciante'})",frozenset({'feijao'}),0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'amaciante'})",frozenset({'manteiga'}),0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'manteiga'})",frozenset({'amaciante'}),0.14285714285714285,1.0,7.0
frozenset({'desinfetante'}),"frozenset({'manteiga', 'amaciante'})",0.14285714285714285,1.0,7.0
frozenset({'amaciante'}),"frozenset({'manteiga', 'desinfetante'})",0.14285714285714285,1.0,7.0
frozenset({'manteiga'}),"frozenset({'amaciante', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'amaciante', 'desinfetante'})",frozenset({'manteiga'}),0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'desinfetante'})",frozenset({'amaciante'}),0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'amaciante'})",frozenset({'desinfetante'}),0.14285714285714285,1.0,7.0
frozenset({'desinfetante'}),"frozenset({'feijao', 'amaciante'})",0.14285714285714285,1.0,7.0
frozenset({'amaciante'}),"frozenset({'feijao', 'desinfetante'})",0.14285714285714285,1.0,7.0
frozenset({'feijao'}),"frozenset({'amaciante', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'amaciante', 'desinfetante'})",frozenset({'feijao'}),0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'desinfetante'})",frozenset({'amaciante'}),0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'amaciante'})",frozenset({'desinfetante'}),0.14285714285714285,1.0,7.0
frozenset({'cerveja'}),"frozenset({'feijao', 'amaciante', 'desinfetante'})",0.14285714285714285,1.0,7.0
frozenset({'desinfetante'}),"frozenset({'feijao', 'amaciante', 'cerveja'})",0.14285714285714285,1.0,7.0
frozenset({'amaciante'}),"frozenset({'feijao', 'cerveja', 'desinfetante'})",0.14285714285714285,1.0,7.0
frozenset({'feijao'}),"frozenset({'cerveja', 'amaciante', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'cerveja', 'desinfetante'})","frozenset({'feijao', 'amaciante'})",0.14285714285714285,1.0,7.0
"frozenset({'cerveja', 'amaciante'})","frozenset({'feijao', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'amaciante', 'desinfetante'})","frozenset({'feijao', 'cerveja'})",0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'cerveja'})","frozenset({'amaciante', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'desinfetante'})","frozenset({'cerveja', 'amaciante'})",0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'amaciante'})","frozenset({'cerveja', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'cerveja', 'amaciante', 'desinfetante'})",frozenset({'feijao'}),0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'cerveja', 'desinfetante'})",frozenset({'amaciante'}),0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'amaciante', 'cerveja'})",frozenset({'desinfetante'}),0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'amaciante', 'desinfetante'})",frozenset({'cerveja'}),0.14285714285714285,1.0,7.0
frozenset({'amaciante'}),"frozenset({'feijao', 'manteiga'})",0.14285714285714285,1.0,7.0
frozenset({'manteiga'}),"frozenset({'feijao', 'amaciante'})",0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'manteiga', 'cerveja'})",frozenset({'amaciante'}),0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'manteiga', 'amaciante'})",frozenset({'cerveja'}),0.14285714285714285,1.0,7.0
frozenset({'cerveja'}),"frozenset({'manteiga', 'amaciante', 'desinfetante'})",0.14285714285714285,1.0,7.0
frozenset({'desinfetante'}),"frozenset({'manteiga', 'amaciante', 'cerveja'})",0.14285714285714285,1.0,7.0
frozenset({'amaciante'}),"frozenset({'manteiga', 'cerveja', 'desinfetante'})",0.14285714285714285,1.0,7.0
frozenset({'manteiga'}),"frozenset({'cerveja', 'amaciante', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'cerveja', 'desinfetante'})","frozenset({'manteiga', 'amaciante'})",0.14285714285714285,1.0,7.0
"frozenset({'cerveja', 'amaciante'})","frozenset({'manteiga', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'amaciante', 'desinfetante'})","frozenset({'manteiga', 'cerveja'})",0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'cerveja'})","frozenset({'amaciante', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'desinfetante'})","frozenset({'cerveja', 'amaciante'})",0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'amaciante'})","frozenset({'cerveja', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'cerveja', 'amaciante', 'desinfetante'})",frozenset({'manteiga'}),0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'cerveja', 'desinfetante'})",frozenset({'amaciante'}),0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'amaciante', 'cerveja'})",frozenset({'desinfetante'}),0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'amaciante', 'desinfetante'})",frozenset({'cerveja'}),0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'amaciante', 'desinfetante'})",frozenset({'feijao'}),0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'amaciante', 'desinfetante'})",frozenset({'manteiga'}),0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'manteiga', 'desinfetante'})",frozenset({'amaciante'}),0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'manteiga', 'amaciante'})",frozenset({'desinfetante'}),0.14285714285714285,1.0,7.0
frozenset({'cerveja'}),"frozenset({'feijao', 'manteiga', 'amaciante'})",0.14285714285714285,1.0,7.0
frozenset({'amaciante'}),"frozenset({'feijao', 'manteiga', 'cerveja'})",0.14285714285714285,1.0,7.0
frozenset({'manteiga'}),"frozenset({'feijao', 'amaciante', 'cerveja'})",0.14285714285714285,1.0,7.0
frozenset({'feijao'}),"frozenset({'manteiga', 'amaciante', 'cerveja'})",0.14285714285714285,1.0,7.0
"frozenset({'cerveja', 'amaciante'})","frozenset({'feijao', 'manteiga'})",0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'cerveja'})","frozenset({'feijao', 'amaciante'})",0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'amaciante'})","frozenset({'feijao', 'cerveja'})",0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'cerveja'})","frozenset({'manteiga', 'amaciante'})",0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'amaciante'})","frozenset({'manteiga', 'cerveja'})",0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'manteiga'})","frozenset({'cerveja', 'amaciante'})",0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'amaciante', 'cerveja'})",frozenset({'feijao'}),0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'amaciante', 'cerveja'})",frozenset({'manteiga'}),0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'amaciante', 'desinfetante'})","frozenset({'feijao', 'cerveja'})",0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'amaciante', 'feijao', 'cerveja'})",frozenset({'desinfetante'}),0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'cerveja', 'feijao', 'desinfetante'})",frozenset({'amaciante'}),0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'amaciante', 'desinfetante', 'cerveja'})",frozenset({'manteiga'}),0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'amaciante', 'desinfetante', 'cerveja'})",frozenset({'feijao'}),0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'amaciante', 'feijao', 'desinfetante'})",frozenset({'cerveja'}),0.14285714285714285,1.0,7.0
frozenset({'desinfetante'}),"frozenset({'feijao', 'manteiga', 'amaciante'})",0.14285714285714285,1.0,7.0
frozenset({'amaciante'}),"frozenset({'feijao', 'manteiga', 'desinfetante'})",0.14285714285714285,1.0,7.0
frozenset({'manteiga'}),"frozenset({'feijao', 'amaciante', 'desinfetante'})",0.14285714285714285,1.0,7.0
frozenset({'feijao'}),"frozenset({'manteiga', 'amaciante', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'amaciante', 'desinfetante'})","frozenset({'feijao', 'manteiga'})",0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'desinfetante'})","frozenset({'feijao', 'amaciante'})",0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'amaciante'})","frozenset({'feijao', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'desinfetante'})","frozenset({'manteiga', 'amaciante'})",0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'amaciante'})","frozenset({'manteiga', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'manteiga'})","frozenset({'amaciante', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'cerveja', 'amaciante'})","frozenset({'manteiga', 'feijao', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'amaciante'})","frozenset({'manteiga', 'cerveja', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'amaciante'})","frozenset({'feijao', 'cerveja', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'cerveja', 'desinfetante'})","frozenset({'manteiga', 'amaciante', 'feijao'})",0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'desinfetante'})","frozenset({'manteiga', 'amaciante', 'cerveja'})",0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'desinfetante'})","frozenset({'feijao', 'amaciante', 'cerveja'})",0.14285714285714285,1.0,7.0
"frozenset({'amaciante', 'desinfetante'})","frozenset({'manteiga', 'cerveja', 'feijao'})",0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'cerveja', 'feijao'})","frozenset({'amaciante', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'amaciante', 'cerveja'})","frozenset({'manteiga', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'amaciante', 'cerveja'})","frozenset({'feijao', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'amaciante', 'feijao'})","frozenset({'cerveja', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'cerveja', 'desinfetante'})","frozenset({'manteiga', 'amaciante'})",0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'cerveja', 'desinfetante'})","frozenset({'feijao', 'amaciante'})",0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'feijao', 'desinfetante'})","frozenset({'cerveja', 'amaciante'})",0.14285714285714285,1.0,7.0
"frozenset({'cerveja', 'amaciante', 'desinfetante'})","frozenset({'manteiga', 'feijao'})",0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'amaciante', 'desinfetante'})","frozenset({'manteiga', 'cerveja'})",0.14285714285714285,1.0,7.0
"frozenset({'papel higienico', 'pao de forma'})",frozenset({'queijo mussarela'}),0.14285714285714285,1.0,7.0
"frozenset({'papel higienico', 'queijo mussarela'})",frozenset({'pao de forma'}),0.14285714285714285,1.0,7.0
frozenset({'pao de forma'}),frozenset({'queijo mussarela'}),0.14285714285714285,1.0,7.0
frozenset({'queijo mussarela'}),frozenset({'pao de forma'}),0.14285714285714285,1.0,7.0
frozenset({'pao de forma'}),frozenset({'papel higienico'}),0.14285714285714285,1.0,7.0
frozenset({'papel higienico'}),frozenset({'pao de forma'}),0.14285714285714285,1.0,7.0
frozenset({'queijo mussarela'}),frozenset({'papel higienico'}),0.14285714285714285,1.0,7.0
frozenset({'papel higienico'}),frozenset({'queijo mussarela'}),0.14285714285714285,1.0,7.0
frozenset({'cerveja'}),"frozenset({'manteiga', 'amaciante', 'feijao', 'desinfetante'})",0.14285714285714285,1.0,7.0
frozenset({'feijao'}),"frozenset({'manteiga', 'amaciante', 'desinfetante', 'cerveja'})",0.14285714285714285,1.0,7.0
frozenset({'manteiga'}),"frozenset({'feijao', 'amaciante', 'desinfetante', 'cerveja'})",0.14285714285714285,1.0,7.0
frozenset({'amaciante'}),"frozenset({'manteiga', 'cerveja', 'feijao', 'desinfetante'})",0.14285714285714285,1.0,7.0
frozenset({'desinfetante'}),"frozenset({'manteiga', 'amaciante', 'feijao', 'cerveja'})",0.14285714285714285,1.0,7.0
"frozenset({'feijao', 'cerveja'})","frozenset({'manteiga', 'amaciante', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'cerveja'})","frozenset({'feijao', 'amaciante', 'desinfetante'})",0.14285714285714285,1.0,7.0
"frozenset({'manteiga', 'feijao'})","frozenset({'cerveja', 'amaciante', 'desinfetante'})",0.14285714285714285,1.0,7.0
frozenset({'oleo de soja'}),"frozenset({'papel higienico', 'pao de forma'})",0.14285714285714285,1.0,7.0
frozenset({'papel higienico'}),"frozenset({'oleo de soja', 'pao de forma'})",0.14285714285714285,1.0,7.0
frozenset({'pao de forma'}),"frozenset({'papel higienico', 'oleo de soja'})",0.14285714285714285,1.0,7.0
"frozenset({'papel higienico', 'oleo de soja'})",frozenset({'pao de forma'}),0.14285714285714285,1.0,7.0
"frozenset({'oleo de soja', 'pao de forma'})",frozenset({'papel higienico'}),0.14285714285714285,1.0,7.0
"frozenset({'papel higienico', 'pao de forma'})",frozenset({'oleo de soja'}),0.14285714285714285,1.0,7.0
frozenset({'oleo de soja'}),frozenset({'queijo mussarela'}),0.14285714285714285,1.0,7.0
frozenset({'queijo mussarela'}),frozenset({'oleo de soja'}),0.14285714285714285,1.0,7.0
frozenset({'oleo de soja'}),frozenset({'papel higienico'}),0.14285714285714285,1.0,7.0
frozenset({'papel higienico'}),frozenset({'oleo de soja'}),0.14285714285714285,1.0,7.0
frozenset({'oleo de soja'}),frozenset({'pao de forma'}),0.14285714285714285,1.0,7.0
frozenset({'pao de forma'}),frozenset({'oleo de soja'}),0.14285714285714285,1.0,7.0
frozenset({'pao de forma'}),"frozenset({'papel higienico', 'queijo mussarela'})",0.14285714285714285,1.0,7.0
frozenset({'queijo mussarela'}),"frozenset({'papel higienico', 'pao de forma'})",0.14285714285714285,1.0,7.0
frozenset({'papel higienico'}),"frozenset({'queijo mussarela', 'pao de forma'})",0.14285714285714285,1.0,7.0
"frozenset({'queijo mussarela', 'pao de forma'})",frozenset({'papel higienico'}),0.14285714285714285,1.0,7.0
"frozenset({'papel higienico', 'queijo mussarela', 'oleo de soja'})",frozenset({'pao de forma'}),0.14285714285714285,1.0,7.0
"frozenset({'papel higienico', 'oleo de soja', 'pao de forma'})",frozenset({'queijo mussarela'}),0.14285714285714285,1.0,7.0
"frozenset({'oleo de soja', 'queijo mussarela', 'pao de forma'})",frozenset({'papel higienico'}),0.14285714285714285,1.0,7.0
"frozenset({'papel higienico', 'queijo mussarela', 'pao de forma'})",frozenset({'oleo de soja'}),0.14285714285714285,1.0,7.0
frozenset({'oleo de soja'}),"frozenset({'papel higienico', 'queijo mussarela'})",0.14285714285714285,1.0,7.0
frozenset({'queijo mussarela'}),"frozenset({'papel higienico', 'oleo de soja'})",0.14285714285714285,1.0,7.0
frozenset({'papel higienico'}),"frozenset({'queijo mussarela', 'oleo de soja'})",0.14285714285714285,1.0,7.0
